id,imdb_id_cleaned,title,year,release_date,budget,revenue,runtime,tmdb_rating,tmdb_votes,overview,genres,imdb_rating,imdb_votes
27205,1375666,Inception,2010,2010-07-15,160000000,825532764,148,8.364,34495,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure",8.8,2823340.0
157336,816692,Interstellar,2014,2014-11-05,165000000,701729206,169,8.417,32571,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure, Drama, Science Fiction",8.7,2540420.0
155,468569,The Dark Knight,2008,2008-07-16,185000000,1004558444,152,8.512,30619,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Drama, Action, Crime, Thriller",9.1,3175393.0
19995,499549,Avatar,2009,2009-12-15,237000000,2923706026,162,7.573,29815,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Action, Adventure, Fantasy, Science Fiction",7.9,1500334.0
24428,848228,The Avengers,2012,2012-04-25,220000000,1518815515,143,7.71,29166,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","Science Fiction, Action, Adventure",8.0,1560731.0
293660,1431045,Deadpool,2016,2016-02-09,58000000,783100000,108,7.606,28894,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","Action, Adventure, Comedy",8.0,1256392.0
299536,4154756,Avengers: Infinity War,2018,2018-04-25,300000000,2052415039,149,8.255,27713,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","Adventure, Action, Science Fiction",8.4,1376603.0
550,137523,Fight Club,1999,1999-10-15,63000000,100853753,139,8.438,27238,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Drama,8.8,2614958.0
118340,2015381,Guardians of the Galaxy,2014,2014-07-30,170000000,772776600,121,7.906,26638,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","Action, Science Fiction, Adventure",8.0,1366491.0
680,110912,Pulp Fiction,1994,1994-09-10,8500000,213900000,154,8.488,25893,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Thriller, Crime",8.8,2438897.0
13,109830,Forrest Gump,1994,1994-06-23,55000000,677387716,142,8.477,25409,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","Comedy, Drama, Romance",8.8,2500988.0
671,241527,Harry Potter and the Philosopher's Stone,2001,2001-11-16,125000000,976475550,152,7.916,25379,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","Adventure, Fantasy",7.7,953468.0
1726,371746,Iron Man,2008,2008-04-30,140000000,585174222,126,7.64,24874,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action, Science Fiction, Adventure",7.9,1227226.0
68718,1853728,Django Unchained,2012,2012-12-25,100000000,425368238,165,8.171,24672,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Drama, Western",8.5,1887469.0
278,111161,The Shawshank Redemption,1994,1994-09-23,25000000,28341469,142,8.702,24649,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Drama, Crime",9.3,3194461.0
299534,4154796,Avengers: Endgame,2019,2019-04-24,356000000,2800000000,181,8.263,23857,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","Adventure, Science Fiction, Action",8.4,1451649.0
603,133093,The Matrix,1999,1999-03-30,63000000,463517383,136,8.206,23815,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Action, Science Fiction",8.7,2251860.0
597,120338,Titanic,1997,1997-11-18,200000000,2264162353,194,7.9,23637,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","Drama, Romance",8.0,1395653.0
475557,7286456,Joker,2019,2019-10-01,55000000,1074458282,122,8.168,23425,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","Crime, Thriller, Drama",8.3,1698435.0
120,120737,The Lord of the Rings: The Fellowship of the Ring,2001,2001-12-18,93000000,871368364,179,8.402,23323,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action",8.9,2209768.0
122,167260,The Lord of the Rings: The Return of the King,2003,2003-12-01,94000000,1118888979,201,8.474,22334,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.","Adventure, Fantasy, Action",9.0,2167554.0
11324,1130884,Shutter Island,2010,2010-02-14,80000000,294800000,138,8.2,22318,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Drama, Thriller, Mystery",8.2,1653389.0
106646,993846,The Wolf of Wall Street,2013,2013-12-25,100000000,392000000,180,8.035,22222,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.","Crime, Drama, Comedy",8.2,1793963.0
99861,2395427,Avengers: Age of Ultron,2015,2015-04-22,365000000,1405403694,141,7.276,21754,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","Action, Adventure, Science Fiction",7.3,1003236.0
271110,3498820,Captain America: Civil War,2016,2016-04-27,250000000,1155046416,147,7.4,21541,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Adventure, Action, Science Fiction",7.8,929811.0
49026,1345836,The Dark Knight Rises,2012,2012-07-17,250000000,1081041287,165,7.777,21335,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Action, Crime, Drama, Thriller",8.4,1998831.0
68721,1300854,Iron Man 3,2013,2013-04-18,200000000,1215577205,130,6.928,21064,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","Action, Adventure, Science Fiction",7.1,967936.0
284054,1825683,Black Panther,2018,2018-02-13,200000000,1349926083,135,7.39,21053,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","Action, Adventure, Science Fiction",7.3,911421.0
284052,1211837,Doctor Strange,2016,2016-10-25,180000000,676343174,115,7.427,20935,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.","Action, Adventure, Fantasy",7.5,881702.0
76341,1392190,Mad Max: Fury Road,2015,2015-05-13,150000000,378858340,121,7.582,20911,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.","Action, Adventure, Science Fiction",8.1,1208442.0
16869,361748,Inglourious Basterds,2009,2009-08-19,70000000,321457747,153,8.215,20746,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Drama, Thriller, War",8.4,1788656.0
70160,1392170,The Hunger Games,2012,2012-03-12,75000000,694394724,142,7.193,20636,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.","Science Fiction, Adventure, Fantasy",7.2,1083909.0
315635,2250912,Spider-Man: Homecoming,2017,2017-07-05,175000000,880166924,133,7.345,20507,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","Action, Adventure, Science Fiction, Drama",7.4,800271.0
672,295297,Harry Potter and the Chamber of Secrets,2002,2002-11-13,100000000,876688482,161,7.721,20390,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.","Adventure, Fantasy",7.5,767353.0
283995,3896198,Guardians of the Galaxy Vol. 2,2017,2017-04-19,200000000,863756051,137,7.624,20353,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"Science Fiction, Adventure, Action",7.6,831111.0
121,167261,The Lord of the Rings: The Two Towers,2002,2002-12-18,79000000,926287400,179,8.385,20274,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Adventure, Fantasy, Action",8.8,1960039.0
1771,458339,Captain America: The First Avenger,2011,2011-07-22,140000000,370569774,124,6.995,20269,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.","Action, Adventure, Science Fiction",6.9,969416.0
297761,1386697,Suicide Squad,2016,2016-08-03,175000000,746846894,123,5.909,20097,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.","Action, Adventure, Fantasy",5.9,760502.0
673,304141,Harry Potter and the Prisoner of Azkaban,2004,2004-05-31,130000000,789804554,141,8.02,20038,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","Adventure, Fantasy",7.9,768306.0
10195,800369,Thor,2011,2011-04-21,150000000,449326618,115,6.768,20023,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","Adventure, Fantasy, Action",7.0,967818.0
10138,1228705,Iron Man 2,2010,2010-04-28,200000000,623933331,124,6.835,19756,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.","Adventure, Action, Science Fiction",6.9,940014.0
272,372784,Batman Begins,2005,2005-06-10,150000000,374218673,140,7.701,19561,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","Action, Crime, Drama",8.2,1718233.0
284053,3501632,Thor: Ragnarok,2017,2017-10-02,180000000,855301806,131,7.595,19539,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.","Action, Adventure, Science Fiction",7.9,897132.0
150540,2096673,Inside Out,2015,2015-06-09,175000000,857611174,95,7.922,19463,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.","Animation, Family, Adventure, Drama, Comedy",8.1,917957.0
135397,369610,Jurassic World,2015,2015-06-06,150000000,1671537444,124,6.682,19414,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","Action, Adventure, Science Fiction, Thriller",6.9,730678.0
807,114369,Se7en,1995,1995-09-22,33000000,327311859,127,8.368,19403,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","Crime, Mystery, Thriller",8.6,2025947.0
674,330373,Harry Potter and the Goblet of Fire,2005,2005-11-16,150000000,895921036,157,7.816,19287,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.","Adventure, Fantasy",7.7,754986.0
22,325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,2003-07-09,140000000,655011224,143,7.794,19233,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.","Adventure, Fantasy, Action",8.1,1327713.0
12445,1201607,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,125000000,1341511219,130,8.105,19183,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.","Fantasy, Adventure",8.1,1048334.0
11,76759,Star Wars,1977,1977-05-25,11000000,775398007,121,8.204,19155,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"Adventure, Action, Science Fiction",8.6,1572361.0
297762,451279,Wonder Woman,2017,2017-05-30,149000000,822854286,141,7.236,18954,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,"Action, Adventure, Fantasy",7.3,736338.0
14160,1049413,Up,2009,2009-05-28,175000000,735099082,96,7.949,18857,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","Animation, Comedy, Family, Adventure",8.3,1238961.0
102899,478970,Ant-Man,2015,2015-07-14,130000000,519311965,117,7.082,18730,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.","Science Fiction, Action, Adventure",7.2,781840.0
238,68646,The Godfather,1972,1972-03-14,6000000,245066411,175,8.707,18677,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Drama, Crime",9.2,2229503.0
286217,3659388,The Martian,2015,2015-09-30,108000000,630600000,141,7.678,18525,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.","Drama, Adventure, Science Fiction",8.0,1015491.0
105,88763,Back to the Future,1985,1985-07-03,19000000,381109762,116,8.314,18442,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Adventure, Comedy, Science Fiction",8.5,1455500.0
140607,2488496,Star Wars: The Force Awakens,2015,2015-12-15,245000000,2068223624,136,7.293,18352,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.","Adventure, Action, Science Fiction",7.7,1027791.0
634649,10872600,Spider-Man: No Way Home,2021,2021-12-15,200000000,1921847111,148,7.99,18299,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Action, Adventure, Science Fiction",8.1,1024989.0
675,373889,Harry Potter and the Order of the Phoenix,2007,2007-07-08,150000000,938212738,138,7.686,18177,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.","Adventure, Fantasy",7.5,701937.0
767,417741,Harry Potter and the Half-Blood Prince,2009,2009-07-15,250000000,933959197,153,7.697,18127,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.","Adventure, Fantasy",7.6,662048.0
263115,3315342,Logan,2017,2017-02-28,97000000,619021436,137,7.8,18116,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","Action, Drama, Science Fiction",8.1,928144.0
12,266543,Finding Nemo,2003,2003-05-30,94000000,940335536,100,7.824,18061,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Animation, Family",8.2,1210267.0
346364,1396484,It,2017,2017-09-06,40000000,701800000,135,7.242,18018,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.","Horror, Fantasy",7.3,698492.0
245891,2911666,John Wick,2014,2014-10-22,20000000,88761661,101,7.421,17923,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,"Action, Thriller",7.5,830004.0
259316,3183660,Fantastic Beasts and Where to Find Them,2016,2016-11-16,180000000,809342332,132,7.334,17892,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.","Fantasy, Adventure, Family",7.2,541284.0
12444,926084,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,250000000,954305868,146,7.763,17782,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Adventure, Fantasy",7.7,665968.0
354912,2380307,Coco,2017,2017-10-27,175000000,800526015,105,8.222,17742,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","Family, Animation, Fantasy, Music, Comedy, Adventure",8.4,710279.0
100402,1843866,Captain America: The Winter Soldier,2014,2014-03-20,170000000,714766572,136,7.671,17692,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","Action, Adventure, Science Fiction",7.7,973766.0
557,145487,Spider-Man,2002,2002-05-01,139000000,821708551,121,7.279,17653,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","Fantasy, Action",7.4,969927.0
10681,910970,WALL·E,2008,2008-06-22,180000000,521311860,98,8.078,17446,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.","Animation, Family, Science Fiction",8.4,1324097.0
210577,2267998,Gone Girl,2014,2014-10-01,61000000,369330363,149,7.892,17381,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Mystery, Thriller, Drama",8.1,1171910.0
49051,903624,The Hobbit: An Unexpected Journey,2012,2012-12-12,250000000,1021103568,169,7.339,17356,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Adventure, Fantasy, Action",7.8,929024.0
585,198781,"Monsters, Inc.",2001,2001-11-01,115000000,579707738,92,7.835,17189,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","Animation, Comedy, Family",8.1,1076421.0
862,114709,Toy Story,1995,1995-10-30,30000000,394400000,81,7.971,17152,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Animation, Adventure, Family, Comedy",8.3,1176120.0
281957,1663202,The Revenant,2015,2015-12-25,135000000,532950503,157,7.5,17114,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","Western, Drama, Adventure",8.0,951842.0
209112,2975590,Batman v Superman: Dawn of Justice,2016,2016-03-23,250000000,873637528,152,5.952,17081,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.","Action, Adventure, Fantasy",6.4,792510.0
8587,110357,The Lion King,1994,1994-06-24,45000000,763455561,89,8.256,16991,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","Family, Animation, Drama",8.5,1261530.0
98,172495,Gladiator,2000,2000-05-04,103000000,465361176,155,8.209,16962,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.","Action, Drama, Adventure",8.5,1853335.0
37165,120382,The Truman Show,1998,1998-06-04,60000000,264118201,103,8.133,16827,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.","Comedy, Drama",8.2,1377683.0
9806,317705,The Incredibles,2004,2004-10-27,92000000,631442092,115,7.704,16584,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Action, Adventure, Animation, Family",8.0,903173.0
